chrom	start	end	stain	ISV_loss	ISV_gain
chr7	48000000	49000000	gpos75	0.91433746	0.038749985
chr7	49000000	50000000	gneg	0.44488853	0.0695484
chr7	51000000	52000000	gpos75	0.90788573	0.35570922
chr7	52000000	53000000	gpos75	0.048613757	0.008352042
chr7	54000000	55000000	gneg	0.87667125	0.071812384
chr7	55000000	56000000	gneg	0.7082798	0.06822952
chr7	56000000	57000000	gneg	0.31711736	0.011920087
chr7	57000000	58000000	gneg	0.0027373533	0.00087299326
chr7	59000000	60000000	acen	0.0012674056	0.0020181802
chr7	61000000	62000000	acen	0.0010593609	0.0044143614
chr7	63000000	64000000	gneg	0.0055963458	0.0010918878
chr7	64000000	65000000	gneg	0.008332854	0.0014211234
chr7	65000000	66000000	gneg	0.09881436	0.013192587
chr7	66000000	67000000	gneg	0.95259243	0.05774478
chr7	68000000	69000000	gpos50	0.19288905	0.012321434
chr7	69000000	70000000	gpos50	0.99568427	0.62358224
chr7	70000000	71000000	gpos50	0.9963643	0.4053761
chr7	71000000	72000000	gpos50	0.96423775	0.04214237
chr7	73000000	74000000	gneg	0.99467623	0.9705992
chr7	74000000	75000000	gneg	0.9992586	0.9965115
chr7	75000000	76000000	gneg	0.982144	0.8625082
chr7	76000000	77000000	gneg	0.98264277	0.958101
chr7	78000000	79000000	gpos100	0.92454034	0.68416315
chr7	79000000	80000000	gpos100	0.7496349	0.08824581
chr7	80000000	81000000	gpos100	0.964152	0.8751
chr7	81000000	82000000	gpos100	0.90562505	0.03032768
chr7	82000000	83000000	gpos100	0.9318204	0.5766515
chr7	83000000	84000000	gpos100	0.74822986	0.91288877
chr7	84000000	85000000	gpos100	0.7439515	0.07477057
chr7	85000000	86000000	gpos100	0.8871564	0.049675234
chr7	87000000	88000000	gneg	0.89519036	0.19417636
chr7	89000000	90000000	gpos75	0.080502205	0.0014353332
chr7	90000000	91000000	gpos75	0.93540186	0.5624553
chr7	92000000	93000000	gneg	0.99812037	0.94851846
chr7	94000000	95000000	gpos75	0.9954856	0.798843
chr7	95000000	96000000	gpos75	0.9476294	0.37246734
chr7	96000000	97000000	gpos75	0.9766176	0.8570219
chr7	97000000	98000000	gpos75	0.053197607	0.035596818
chr7	99000000	100000000	gneg	0.95246494	0.9704891
chr7	100000000	101000000	gneg	0.9839161	0.964694
chr7	101000000	102000000	gneg	0.99891675	0.98743033
chr7	102000000	103000000	gneg	0.99579704	0.876409
chr7	103000000	104000000	gneg	0.6503949	0.12442206
chr7	105000000	106000000	gneg	0.9983596	0.4896896
chr7	106000000	107000000	gneg	0.9083585	0.57663447
chr7	108000000	109000000	gpos75	0.9361892	0.69797534
chr7	109000000	110000000	gpos75	0.038865086	0.0015064734
chr7	110000000	111000000	gpos75	0.88394386	0.04209782
chr7	111000000	112000000	gpos75	0.8309963	0.45160335
chr7	112000000	113000000	gpos75	0.9352892	0.40295917
chr7	113000000	114000000	gpos75	0.5632678	0.18445703
chr7	114000000	115000000	gpos75	0.9891065	0.5463956
chr7	115000000	116000000	gneg	0.9276416	0.040567536
chr7	116000000	117000000	gneg	0.9865497	0.8566039
chr7	118000000	119000000	gpos75	0.8565778	0.20186476
chr7	119000000	120000000	gpos75	0.0054947855	0.004027234
chr7	120000000	121000000	gpos75	0.94481647	0.5693298
chr7	122000000	123000000	gneg	0.9804419	0.25801566
chr7	123000000	124000000	gneg	0.8144162	0.15878241
chr7	125000000	126000000	gpos75	0.012511637	0.01159276
chr7	126000000	127000000	gpos75	0.32305261	0.002703132
chr7	128000000	129000000	gneg	0.99895895	0.9879946
chr7	131000000	132000000	gneg	0.7051571	0.004269649
chr7	133000000	134000000	gpos50	0.9304498	0.5642053
chr7	134000000	135000000	gpos50	0.98896325	0.93166095
chr7	135000000	136000000	gpos50	0.9572082	0.6419141
chr7	136000000	137000000	gpos50	0.72760755	0.033198252
chr7	137000000	138000000	gpos50	0.9487218	0.6331604
chr7	139000000	140000000	gneg	0.99096644	0.6202583
chr7	140000000	141000000	gneg	0.994156	0.7893757
chr7	141000000	142000000	gneg	0.982998	0.48022485
chr7	142000000	143000000	gneg	0.886109	0.95163465
chr7	144000000	145000000	gpos75	0.7695507	0.090463795
chr7	145000000	146000000	gpos75	0.028720317	0.0012546142
chr7	146000000	147000000	gpos75	0.3691736	0.05403961
chr7	147000000	148000000	gpos75	0.49288726	0.044342104
chr7	149000000	150000000	gneg	0.45081264	0.047785066
chr7	150000000	151000000	gneg	0.98839056	0.30172595
chr7	151000000	152000000	gneg	0.9905461	0.99623483
chr7	153000000	154000000	gpos25	0.49354252	0.061792035
chr7	154000000	155000000	gpos25	0.8236425	0.17270637
chr7	156000000	157000000	gneg	0.9973482	0.9196102
chr7	157000000	158000000	gneg	0.95911175	0.3323222
chr7	158000000	159000000	gneg	0.97994596	0.9597282
chr8	0	1000000	gneg	0.6649916	0.05946397
chr8	1000000	2000000	gneg	0.87664646	0.23221724
chr8	3000000	4000000	gpos75	0.07139993	0.015790518
chr8	4000000	5000000	gpos75	0.038831413	0.0018222835
chr8	5000000	6000000	gpos75	0.12067372	0.0013230545
chr8	7000000	8000000	gneg	0.005611752	0.0009535708
chr8	8000000	9000000	gneg	0.78578454	0.10015565
chr8	9000000	10000000	gneg	0.9080698	0.49262038
chr8	10000000	11000000	gneg	0.99235326	0.92671454
chr8	11000000	12000000	gneg	0.9995233	0.9971168
chr8	13000000	14000000	gpos100	0.9498079	0.008277707
chr8	14000000	15000000	gpos100	0.1616412	0.0062063867
chr8	15000000	16000000	gpos100	0.66994214	0.029828956
chr8	16000000	17000000	gpos100	0.96462363	0.27601793
chr8	17000000	18000000	gpos100	0.98503786	0.334522
chr8	18000000	19000000	gpos100	0.95037603	0.075224504
chr8	20000000	21000000	gneg	0.97914654	0.12461082
chr8	21000000	22000000	gneg	0.94676644	0.017593136
chr8	22000000	23000000	gneg	0.9934447	0.9922665
chr8	24000000	25000000	gpos50	0.99752337	0.11701201
chr8	25000000	26000000	gpos50	0.99008113	0.1247147
chr8	26000000	27000000	gpos50	0.6403719	0.014734345
chr8	28000000	29000000	gneg	0.9960448	0.6329975
chr8	29000000	30000000	gpos75	0.8411302	0.18546149
chr8	30000000	31000000	gpos75	0.9985744	0.9829526
chr8	31000000	32000000	gpos75	0.96814215	0.05044728
chr8	32000000	33000000	gpos75	0.9544062	0.05644834
chr8	33000000	34000000	gpos75	0.20853893	0.009150368
chr8	34000000	35000000	gpos75	0.1254023	0.008957409
chr8	35000000	36000000	gpos75	0.56119406	0.5965705
chr8	37000000	38000000	gneg	0.99712735	0.9938321
chr8	40000000	41000000	gneg	0.9313936	0.24803782
chr8	41000000	42000000	gneg	0.99907446	0.8807883
chr8	42000000	43000000	gneg	0.9992256	0.5581599
chr8	44000000	45000000	acen	0.0012674056	0.0020181802
chr8	46000000	47000000	acen	0.0061406814	0.0008243352
chr8	48000000	49000000	gneg	0.98149806	0.8421265
chr8	49000000	50000000	gneg	0.53256065	0.016577981
chr8	50000000	51000000	gneg	0.13626885	0.08031532
chr8	52000000	53000000	gneg	0.97642773	0.14225632
chr8	53000000	54000000	gneg	0.8989161	0.106705636
chr8	55000000	56000000	gpos50	0.9869199	0.50092554
chr8	56000000	57000000	gpos50	0.9908909	0.5022589
chr8	57000000	58000000	gpos50	0.7144835	0.22566882
chr8	58000000	59000000	gpos50	0.95746285	0.5563471
chr8	59000000	60000000	gpos50	0.2917218	0.001125578
chr8	62000000	63000000	gpos50	0.45061645	0.01572718
chr8	63000000	64000000	gpos50	0.9799053	0.91703963
chr8	64000000	65000000	gpos50	0.92223245	0.06954929
chr8	66000000	67000000	gneg	0.9295971	0.013535357
chr8	68000000	69000000	gpos50	0.894543	0.031165168
chr8	70000000	71000000	gneg	0.45421618	0.01013319
chr8	71000000	72000000	gneg	0.99841666	0.19754672
chr8	72000000	73000000	gpos100	0.9309493	0.05252625
chr8	73000000	74000000	gpos100	0.88808787	0.7370839
chr8	75000000	76000000	gpos75	0.88932896	0.095892705
chr8	76000000	77000000	gpos75	0.99115074	0.6602876
chr8	77000000	78000000	gpos75	0.7695906	0.03265708
chr8	78000000	79000000	gpos75	0.9334269	0.062648535
chr8	79000000	80000000	gpos75	0.9874604	0.80865556
chr8	80000000	81000000	gpos75	0.94781476	0.38792726
chr8	81000000	82000000	gpos75	0.9760345	0.5520585
chr8	82000000	83000000	gpos75	0.0772551	0.0013361844
chr8	84000000	85000000	gneg	0.106286615	0.0091465255
chr8	86000000	87000000	gpos100	0.5977281	0.21556671
chr8	87000000	88000000	gpos100	0.059406713	0.029549275
chr8	88000000	89000000	gpos100	0.87394196	0.07990594
chr8	89000000	90000000	gpos100	0.98103356	0.15597038
chr8	90000000	91000000	gpos100	0.99533206	0.49664006
chr8	91000000	92000000	gpos100	0.9836354	0.1623693
chr8	93000000	94000000	gneg	0.9218886	0.093109675
chr8	94000000	95000000	gneg	0.9808163	0.8524266
chr8	95000000	96000000	gneg	0.9902712	0.54830474
chr8	96000000	97000000	gneg	0.9897133	0.77124065
chr8	98000000	99000000	gpos25	0.9847023	0.872467
chr8	99000000	100000000	gpos25	0.86073554	0.0046360246
chr8	101000000	102000000	gneg	0.99238425	0.6323695
chr8	102000000	103000000	gneg	0.98684746	0.7506713
chr8	103000000	104000000	gneg	0.97998625	0.18255484
chr8	104000000	105000000	gneg	0.9848263	0.38920364
chr8	106000000	107000000	gpos75	0.9204631	0.8073289
chr8	107000000	108000000	gpos75	0.9118279	0.041722234
chr8	108000000	109000000	gpos75	0.9002351	0.031283826
chr8	110000000	111000000	gneg	0.018372566	0.005973774
chr8	112000000	113000000	gpos100	0.2941401	0.0091035105
chr8	113000000	114000000	gpos100	0.08773433	0.00042298724
chr8	114000000	115000000	gpos100	0.016882379	0.0025554372
chr8	115000000	116000000	gpos100	0.9948959	0.1839977
chr8	117000000	118000000	gneg	0.9914722	0.1221353
chr8	119000000	120000000	gpos50	0.9892412	0.6018524
chr8	120000000	121000000	gpos50	0.9871824	0.074644126
chr8	122000000	123000000	gneg	0.9157769	0.79941684
chr8	123000000	124000000	gneg	0.9943627	0.9528938
chr8	124000000	125000000	gneg	0.9960574	0.952125
chr8	125000000	126000000	gneg	0.99736124	0.34699076
chr8	127000000	128000000	gpos50	0.99409795	0.7817519
chr8	128000000	129000000	gpos50	0.83490676	0.65934056
chr8	129000000	130000000	gpos50	0.8376855	0.6362241
chr8	131000000	132000000	gneg	0.8762695	0.008054822
chr8	132000000	133000000	gneg	0.9875545	0.7863311
chr8	133000000	134000000	gneg	0.9934946	0.8728658
chr8	134000000	135000000	gneg	0.9162201	0.20038922
chr8	136000000	137000000	gpos75	0.04203453	0.006785306
chr8	137000000	138000000	gpos75	0.13462408	0.05793499
chr8	139000000	140000000	gneg	0.9305428	0.070682354
chr8	140000000	141000000	gneg	0.9826393	0.59051377
chr8	141000000	142000000	gneg	0.79576075	0.6238201
chr8	142000000	143000000	gneg	0.9772792	0.97868973
chr8	143000000	144000000	gneg	0.98173505	0.98005015
chr8	144000000	145000000	gneg	0.93971	0.9637946
chr9	0	1000000	gneg	0.9877006	0.52435595
chr9	1000000	2000000	gneg	0.5996644	0.098180115
chr9	3000000	4000000	gpos25	0.8143263	0.16959119
chr9	5000000	6000000	gneg	0.10850756	0.35201645
chr9	6000000	7000000	gneg	0.56817275	0.05522656
chr9	7000000	8000000	gneg	0.92951447	0.0046415045
chr9	8000000	9000000	gneg	0.3104883	0.20958316
chr9	9000000	10000000	gpos75	0.13555312	0.010215662
chr9	10000000	11000000	gpos75	0.2871698	0.003673748
chr9	11000000	12000000	gpos75	0.022672785	0.00046977718
chr9	12000000	13000000	gpos75	0.9662979	0.09859175
chr9	13000000	14000000	gpos75	0.9392721	0.010999073
chr9	15000000	16000000	gneg	0.5153693	0.005417678
chr9	17000000	18000000	gpos25	0.7204696	0.3297754
chr9	20000000	21000000	gpos100	0.9487002	0.07105499
chr9	21000000	22000000	gpos100	0.36880374	0.06361205
chr9	22000000	23000000	gpos100	0.8730164	0.010783616
chr9	23000000	24000000	gpos100	0.9517399	0.02900631
chr9	24000000	25000000	gpos100	0.05658469	0.0027783408
chr9	26000000	27000000	gneg	0.86474913	0.060295437
chr9	27000000	28000000	gneg	0.98909247	0.56747663
chr9	28000000	29000000	gpos100	0.4406373	0.0016961414
chr9	29000000	30000000	gpos100	0.009595639	0.0017717554
chr9	30000000	31000000	gpos100	0.03509449	0.00085448567
chr9	31000000	32000000	gpos100	0.025488608	0.0016593989
chr9	32000000	33000000	gpos100	0.9413494	0.33458394
chr9	34000000	35000000	gneg	0.9946837	0.9797943
chr9	35000000	36000000	gneg	0.99442637	0.9617647
chr9	38000000	39000000	gneg	0.79047346	0.5050355
chr9	39000000	40000000	gpos50	0.031842142	0.0022550249
chr9	40000000	41000000	gneg	0.0039318986	0.0018285861
chr9	41000000	42000000	gneg	0.004361804	0.0021148317
chr9	43000000	44000000	acen	0.0070724795	0.0006382971
chr9	44000000	45000000	acen	0.0012674056	0.0020181802
chr9	46000000	47000000	gvar	0.0012674056	0.0020181802
chr9	47000000	48000000	gvar	0.0012674056	0.0020181802
chr9	48000000	49000000	gvar	0.0012674056	0.0020181802
chr9	49000000	50000000	gvar	0.0012674056	0.0020181802
chr9	50000000	51000000	gvar	0.0012674056	0.0020181802
chr9	51000000	52000000	gvar	0.0012674056	0.0020181802
chr9	52000000	53000000	gvar	0.0012674056	0.0020181802
chr9	53000000	54000000	gvar	0.0012674056	0.0020181802
chr9	54000000	55000000	gvar	0.0012674056	0.0020181802
chr9	55000000	56000000	gvar	0.0012674056	0.0020181802
chr9	56000000	57000000	gvar	0.0012674056	0.0020181802
chr9	57000000	58000000	gvar	0.0012674056	0.0020181802
chr9	58000000	59000000	gvar	0.0012674056	0.0020181802
chr9	59000000	60000000	gvar	0.0012674056	0.0020181802
chr9	60000000	61000000	gvar	0.008007799	0.0005638965
chr9	62000000	63000000	gneg	0.0072088293	0.0013972184
chr9	63000000	64000000	gneg	0.0072431285	0.001902322
chr9	64000000	65000000	gneg	0.0012057143	0.004469585
chr9	65000000	66000000	gpos25	0.0016033952	0.00063326483
chr9	66000000	67000000	gpos25	0.0019760947	0.0016305705
chr9	67000000	68000000	gpos25	0.08494414	0.005029337
chr9	68000000	69000000	gpos25	0.9849627	0.012584683
chr9	70000000	71000000	gneg	0.97548586	0.86914545
chr9	72000000	73000000	gpos50	0.8113669	0.030432906
chr9	73000000	74000000	gpos50	0.8219293	0.006136678
chr9	74000000	75000000	gpos50	0.9607986	0.6190092
chr9	75000000	76000000	gpos50	0.976097	0.019915339
chr9	77000000	78000000	gneg	0.99129456	0.6651656
chr9	79000000	80000000	gpos50	0.93193585	0.12108928
chr9	80000000	81000000	gpos50	0.561661	0.012448739
chr9	82000000	83000000	gneg	0.87513417	0.5808703
chr9	83000000	84000000	gneg	0.999244	0.9290754
chr9	85000000	86000000	gpos50	0.8489502	0.099164255
chr9	86000000	87000000	gpos50	0.98031086	0.5015133
chr9	88000000	89000000	gneg	0.8318823	0.416703
chr9	90000000	91000000	gpos25	0.75388104	0.4302303
chr9	92000000	93000000	gneg	0.80608064	0.25383833
chr9	94000000	95000000	gpos25	0.9902203	0.30796522
chr9	95000000	96000000	gpos25	0.99802643	0.86424035
chr9	97000000	98000000	gneg	0.9972023	0.9738479
chr9	98000000	99000000	gneg	0.9981552	0.98789865
chr9	100000000	101000000	gpos100	0.8611722	0.056263596
chr9	101000000	102000000	gpos100	0.85257596	0.15927273
chr9	102000000	103000000	gpos100	0.04777907	0.0009554274
chr9	103000000	104000000	gpos100	0.29109567	0.0005554704
chr9	104000000	105000000	gpos100	0.48983428	0.107334934
chr9	106000000	107000000	gneg	0.9874071	0.08910967
chr9	107000000	108000000	gneg	0.9738076	0.82951623
chr9	109000000	110000000	gpos25	0.9902202	0.6975078
chr9	110000000	111000000	gpos25	0.98859906	0.5014751
chr9	111000000	112000000	gpos25	0.98623776	0.87742954
chr9	113000000	114000000	gneg	0.9951532	0.95868117
chr9	115000000	116000000	gpos75	0.9555535	0.32299164
chr9	116000000	117000000	gpos75	0.98612577	0.478375
chr9	117000000	118000000	gpos75	0.91881555	0.5085468
chr9	118000000	119000000	gpos75	0.06140076	0.0020659547
chr9	120000000	121000000	gneg	0.9957184	0.34202278
chr9	121000000	122000000	gneg	0.99157906	0.9037629
chr9	122000000	123000000	gneg	0.7406206	0.0062168366
chr9	124000000	125000000	gpos25	0.9987532	0.97150034
chr9	125000000	126000000	gpos25	0.9848091	0.81711507
chr9	126000000	127000000	gpos25	0.9977271	0.76843727
chr9	128000000	129000000	gneg	0.9909174	0.99203193
chr9	129000000	130000000	gneg	0.98407966	0.9736459
chr9	132000000	133000000	gneg	0.9996952	0.9897451
chr9	135000000	136000000	gneg	0.9976495	0.9820171
chr9	136000000	137000000	gneg	0.9640119	0.99400324
chr9	137000000	138000000	gneg	0.99751496	0.9933697
chr10	0	1000000	gneg	0.9984503	0.6500435
chr10	1000000	2000000	gneg	0.9223996	0.19379412
chr10	2000000	3000000	gneg	0.11009496	0.040753476
chr10	4000000	5000000	gneg	0.9662942	0.5653199
chr10	5000000	6000000	gneg	0.9767122	0.8622136
chr10	7000000	8000000	gpos75	0.9323053	0.039881643
chr10	8000000	9000000	gpos75	0.9923707	0.026041413
chr10	9000000	10000000	gpos75	0.1336965	0.0143353585
chr10	10000000	11000000	gpos75	0.61524993	0.044666704
chr10	11000000	12000000	gpos75	0.9868385	0.32979518
chr10	13000000	14000000	gneg	0.99762887	0.96074903
chr10	14000000	15000000	gneg	0.9835361	0.26091784
chr10	15000000	16000000	gneg	0.88510346	0.23600206
chr10	16000000	17000000	gneg	0.8887772	0.67142427
chr10	19000000	20000000	gpos75	0.2614539	0.0021445265
chr10	20000000	21000000	gpos75	0.66373205	0.008077661
chr10	21000000	22000000	gpos75	0.9654308	0.8972227
chr10	23000000	24000000	gneg	0.9669436	0.27412122
chr10	25000000	26000000	gpos50	0.96096283	0.07421004
chr10	26000000	27000000	gpos50	0.7462699	0.25935662
chr10	27000000	28000000	gpos50	0.89162856	0.36363113
chr10	28000000	29000000	gpos50	0.9969163	0.72877634
chr10	30000000	31000000	gneg	0.9362207	0.70829475
chr10	32000000	33000000	gpos25	0.6005908	0.12711458
chr10	33000000	34000000	gpos25	0.7979444	0.15945013
chr10	35000000	36000000	gneg	0.9532689	0.83434266
chr10	36000000	37000000	gneg	0.5185569	0.010970969
chr10	37000000	38000000	gneg	0.0017911821	0.0007476528
chr10	38000000	39000000	acen	0.007492419	0.0010821533
chr10	40000000	41000000	acen	0.0012674056	0.0020181802
chr10	42000000	43000000	gneg	0.0899584	0.0056549674
chr10	43000000	44000000	gneg	0.99557555	0.9653804
chr10	44000000	45000000	gneg	0.92443585	0.6294552
chr10	46000000	47000000	gpos25	0.2955533	0.09799917
chr10	47000000	48000000	gpos25	0.9086271	0.64447963
chr10	49000000	50000000	gneg	0.9986154	0.98331565
chr10	50000000	51000000	gneg	0.74837935	0.049941756
chr10	52000000	53000000	gpos100	0.8453031	0.14641006
chr10	53000000	54000000	gpos100	0.6966968	0.07294916
chr10	54000000	55000000	gpos100	0.40782967	0.080538586
chr10	55000000	56000000	gpos100	0.6409316	0.08475409
chr10	56000000	57000000	gpos100	0.073824234	0.0008869894
chr10	57000000	58000000	gpos100	0.03485287	0.0094303815
chr10	58000000	59000000	gpos100	0.89379746	0.09409894
chr10	60000000	61000000	gneg	0.9889853	0.9430607
chr10	61000000	62000000	gneg	0.98481107	0.436584
chr10	63000000	64000000	gpos100	0.7241737	0.081963316
chr10	64000000	65000000	gpos100	0.026506986	0.013864775
chr10	65000000	66000000	gpos100	0.3073296	0.05957846
chr10	66000000	67000000	gpos100	0.58766395	0.045904707
chr10	67000000	68000000	gpos100	0.92931616	0.112779185
chr10	69000000	70000000	gneg	0.99664116	0.9339424
chr10	70000000	71000000	gneg	0.98976666	0.9856155
chr10	71000000	72000000	gneg	0.9967553	0.7095516
chr10	72000000	73000000	gneg	0.99084795	0.80879134
chr10	74000000	75000000	gpos50	0.9963899	0.33115616
chr10	76000000	77000000	gneg	0.98422074	0.68073195
chr10	77000000	78000000	gneg	0.99722856	0.30669802
chr10	78000000	79000000	gneg	0.99683595	0.8022668
chr10	79000000	80000000	gneg	0.9528915	0.90893376
chr10	81000000	82000000	gpos100	0.40244085	0.0048485696
chr10	82000000	83000000	gpos100	0.3578417	0.0105135385
chr10	83000000	84000000	gpos100	0.31944796	0.012665617
chr10	84000000	85000000	gpos100	0.97477514	0.4708398
chr10	85000000	86000000	gpos100	0.8479444	0.0054341005
chr10	88000000	89000000	gpos75	0.9828651	0.9222035
chr10	89000000	90000000	gpos75	0.99434257	0.8744492
chr10	90000000	91000000	gpos75	0.99600214	0.8025856
chr10	93000000	94000000	gpos50	0.99262756	0.96866935
chr10	94000000	95000000	gpos50	0.9752666	0.8191193
chr10	96000000	97000000	gneg	0.9811872	0.8841581
chr10	98000000	99000000	gpos50	0.9907652	0.6676634
chr10	99000000	100000000	gpos50	0.9952899	0.26222286
chr10	102000000	103000000	gpos25	0.9968111	0.97216946
chr10	104000000	105000000	gpos100	0.99864393	0.6357477
chr10	105000000	106000000	gpos100	0.1825055	0.009242221
chr10	106000000	107000000	gpos100	0.8716806	0.06070897
chr10	107000000	108000000	gpos100	0.3931202	0.0048773685
chr10	108000000	109000000	gpos100	0.19887169	0.014558465
chr10	109000000	110000000	gpos100	0.6138801	0.057529453
chr10	111000000	112000000	gneg	0.84551364	0.48511407
chr10	112000000	113000000	gneg	0.8933319	0.16540243
chr10	114000000	115000000	gpos75	0.9898318	0.89900917
chr10	115000000	116000000	gpos75	0.6325647	0.06622056
chr10	116000000	117000000	gpos75	0.9554393	0.3210243
chr10	118000000	119000000	gneg	0.89774364	0.07945003
chr10	120000000	121000000	gpos50	0.97655356	0.10416137
chr10	122000000	123000000	gneg	0.99860114	0.9847313
chr10	123000000	124000000	gneg	0.9743147	0.40784734
chr10	124000000	125000000	gneg	0.9935888	0.78338873
chr10	126000000	127000000	gpos50	0.95416135	0.648127
chr10	127000000	128000000	gpos50	0.8806748	0.3143996
chr10	129000000	130000000	gneg	0.9264048	0.6244509
chr10	130000000	131000000	gneg	0.48695984	0.55795413
chr10	131000000	132000000	gneg	0.56656665	0.0093727475
chr10	132000000	133000000	gneg	0.98544335	0.5283262
chr11	0	1000000	gneg	0.9642897	0.9936021
chr11	1000000	2000000	gneg	0.9922593	0.9916311
chr11	3000000	4000000	gpos50	0.9666903	0.99263304
chr11	4000000	5000000	gpos50	0.028322984	0.5486749
chr11	5000000	6000000	gpos50	0.18645144	0.62103236
chr11	6000000	7000000	gpos50	0.97558653	0.9936884
chr11	7000000	8000000	gpos50	0.96169406	0.25192636
chr11	8000000	9000000	gpos50	0.9937173	0.8737415
chr11	9000000	10000000	gpos50	0.9952408	0.7193801
chr11	10000000	11000000	gpos50	0.9924051	0.76004153
chr11	12000000	13000000	gneg	0.98186964	0.68695873
chr11	14000000	15000000	gpos50	0.98369783	0.44598404
chr11	15000000	16000000	gpos50	0.98282146	0.93763375
chr11	17000000	18000000	gneg	0.9991542	0.9903638
chr11	18000000	19000000	gneg	0.6225907	0.38415816
chr11	19000000	20000000	gneg	0.9964036	0.9532992
chr11	20000000	21000000	gneg	0.9015647	0.15435563
chr11	21000000	22000000	gneg	0.4311102	0.0573216
chr11	22000000	23000000	gpos100	0.97890294	0.92966026
chr11	23000000	24000000	gpos100	0.073691584	0.0059989393
chr11	24000000	25000000	gpos100	0.34552014	0.050472643
chr11	25000000	26000000	gpos100	0.05734712	0.0012166377
chr11	28000000	29000000	gpos75	0.7726832	0.061680928
chr11	29000000	30000000	gpos75	0.15143646	0.016342374
chr11	30000000	31000000	gpos75	0.83883125	0.319223
chr11	31000000	32000000	gneg	0.9982881	0.8932792
chr11	32000000	33000000	gneg	0.9937973	0.65071803
chr11	33000000	34000000	gneg	0.98607635	0.69983333
chr11	34000000	35000000	gneg	0.9932526	0.9697862
chr11	35000000	36000000	gneg	0.954818	0.9449773
chr11	37000000	38000000	gpos100	0.0130278645	0.010271161
chr11	38000000	39000000	gpos100	0.04556743	0.0036992938
chr11	39000000	40000000	gpos100	0.05063944	0.0018358643
chr11	40000000	41000000	gpos100	0.8035318	0.011918784
chr11	41000000	42000000	gpos100	0.47284347	0.021502582
chr11	42000000	43000000	gpos100	0.0050077937	0.0014204145
chr11	44000000	45000000	gneg	0.99959725	0.78120416
chr11	45000000	46000000	gneg	0.99935025	0.99621946
chr11	46000000	47000000	gneg	0.9996592	0.9813649
chr11	47000000	48000000	gneg	0.9995229	0.93783975
chr11	49000000	50000000	gpos75	0.0019681407	0.0005981606
chr11	50000000	51000000	gpos75	0.0015016755	0.0005632962
chr11	51000000	52000000	acen	0.0012674056	0.0020181802
chr11	52000000	53000000	acen	0.0012674056	0.0020181802
chr11	54000000	55000000	acen	0.008245373	0.00033673347
chr11	56000000	57000000	gpos75	0.007383222	0.0005916779
chr11	57000000	58000000	gpos75	0.98013544	0.6244328
chr11	58000000	59000000	gpos75	0.010270909	0.006738961
chr11	59000000	60000000	gpos75	0.8828503	0.26321906
chr11	62000000	63000000	gpos25	0.9525538	0.97700864
chr11	64000000	65000000	gneg	0.9955439	0.9871616
chr11	65000000	66000000	gneg	0.993232	0.9940024
chr11	67000000	68000000	gpos25	0.98594517	0.9659127
chr11	69000000	70000000	gneg	0.9849476	0.9934204
chr11	71000000	72000000	gpos50	0.5983846	0.35071895
chr11	72000000	73000000	gpos50	0.99879897	0.95842683
chr11	73000000	74000000	gpos50	0.9820112	0.9129823
chr11	74000000	75000000	gpos50	0.995182	0.97799474
chr11	76000000	77000000	gneg	0.9315559	0.4561319
chr11	78000000	79000000	gpos100	0.9965412	0.9292499
chr11	79000000	80000000	gpos100	0.9431893	0.5650321
chr11	80000000	81000000	gpos100	0.39459762	0.040193815
chr11	81000000	82000000	gpos100	0.063702844	0.012221855
chr11	82000000	83000000	gpos100	0.6593662	0.051274274
chr11	83000000	84000000	gpos100	0.43489212	0.07651963
chr11	84000000	85000000	gpos100	0.8531063	0.92832065
chr11	86000000	87000000	gneg	0.99847096	0.8952944
chr11	87000000	88000000	gneg	0.29031017	0.006426017
chr11	89000000	90000000	gpos100	0.017488612	0.04435387
chr11	90000000	91000000	gpos100	0.08424257	0.003349963
chr11	91000000	92000000	gpos100	0.03802631	0.025415756
chr11	92000000	93000000	gpos100	0.7280018	0.43581876
chr11	93000000	94000000	gneg	0.908295	0.030944012
chr11	94000000	95000000	gneg	0.9975712	0.5725434
chr11	95000000	96000000	gneg	0.8569349	0.61968476
chr11	96000000	97000000	gneg	0.8592062	0.1307271
chr11	98000000	99000000	gpos100	0.008577165	0.0012863574
chr11	99000000	100000000	gpos100	0.044642154	0.00694009
chr11	100000000	101000000	gpos100	0.78711575	0.055446234
chr11	101000000	102000000	gpos100	0.8653829	0.5698613
chr11	103000000	104000000	gpos100	0.83556634	0.030318696
chr11	104000000	105000000	gpos100	0.8943304	0.073186
chr11	105000000	106000000	gpos100	0.57084936	0.055199098
chr11	106000000	107000000	gpos100	0.93437827	0.04815374
chr11	107000000	108000000	gpos100	0.928513	0.09576658
chr11	108000000	109000000	gpos100	0.9991769	0.28876677
chr11	109000000	110000000	gpos100	0.85692775	0.022524314
chr11	111000000	112000000	gneg	0.9977831	0.8535534
chr11	113000000	114000000	gpos50	0.96192586	0.957639
chr11	115000000	116000000	gneg	0.85542	0.82223666
chr11	116000000	117000000	gneg	0.9972727	0.9690533
chr11	117000000	118000000	gneg	0.98891896	0.9298985
chr11	118000000	119000000	gneg	0.9984303	0.9936487
chr11	119000000	120000000	gneg	0.9994216	0.99749774
chr11	120000000	121000000	gneg	0.97178113	0.63309646
